population,asset_class,symbol,horizon_min,n_origins,rung,execution,hurdle_bps,fraction_signed_endpoint_above_hurdle,fraction_future_up_excursion_above_hurdle
"xstock_spot; A/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,A/USD,5,610,1,TT,20.02002002001957,0.12622950819672132,0.20163934426229507
"xstock_spot; LLY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,5,1143,1,MM,-3.9992001599675753,0.6430446194225722,0.9816272965879265
"xstock_spot; LLY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,5,1143,2,TT,16.012810248198228,0.09361329833770779,0.1679790026246719
"xstock_spot; LLY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,5,1143,2,MT,6.004803843076001,0.2869641294838145,0.5179352580927384
"xstock_spot; LLY/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,5,1143,2,MM,-3.9992001599675753,0.6430446194225722,0.9816272965879265
"xstock_spot; LLY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,15,709,1,TT,20.02002002001957,0.14245416078984485,0.29055007052186177
"xstock_spot; LLY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,15,709,1,MT,8.00800800800916,0.33709449929478136,0.6417489421720733
"xstock_spot; LLY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,15,709,1,MM,-3.9992001599675753,0.5740479548660085,0.9901269393511989
"xstock_spot; LLY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,15,709,2,TT,16.012810248198228,0.1918194640338505,0.382228490832158
"xstock_spot; LLY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,15,709,2,MT,6.004803843076001,0.3709449929478138,0.7207334273624824
"xstock_spot; LLY/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,15,709,2,MM,-3.9992001599675753,0.5740479548660085,0.9901269393511989
"xstock_spot; LLY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,60,134,1,TT,20.02002002001957,0.34328358208955223,0.6940298507462687
"xstock_spot; LLY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,60,134,1,MT,8.00800800800916,0.4552238805970149,0.9328358208955224
"xstock_spot; LLY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,60,134,1,MM,-3.9992001599675753,0.6417910447761194,1.0
"xstock_spot; LLY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,60,134,2,TT,16.012810248198228,0.39552238805970147,0.7761194029850746
"xstock_spot; LLY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,60,134,2,MT,6.004803843076001,0.4925373134328358,0.9552238805970149
"xstock_spot; LLY/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LLY/USD,60,134,2,MM,-3.9992001599675753,0.6417910447761194,1.0
"xstock_spot; LMND/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,5,96,1,TT,20.02002002001957,0.14583333333333334,0.3541666666666667
"xstock_spot; LMND/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,5,96,1,MT,8.00800800800916,0.3541666666666667,0.6770833333333334
"xstock_spot; LMND/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,5,96,1,MM,-3.9992001599675753,0.59375,0.9479166666666666
"xstock_spot; LMND/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,5,96,2,TT,16.012810248198228,0.20833333333333334,0.40625
"xstock_spot; LMND/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,5,96,2,MT,6.004803843076001,0.3958333333333333,0.7604166666666666
"xstock_spot; LMND/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,5,96,2,MM,-3.9992001599675753,0.59375,0.9479166666666666
"xstock_spot; LMND/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,15,26,1,TT,20.02002002001957,0.23076923076923078,0.6923076923076923
"xstock_spot; LMND/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,15,26,1,MT,8.00800800800916,0.6538461538461539,1.0
"xstock_spot; LMND/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,15,26,1,MM,-3.9992001599675753,0.9230769230769231,1.0
"xstock_spot; LMND/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,15,26,2,TT,16.012810248198228,0.4230769230769231,0.8846153846153846
"xstock_spot; LMND/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,15,26,2,MT,6.004803843076001,0.7307692307692307,1.0
"xstock_spot; LMND/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMND/USD,15,26,2,MM,-3.9992001599675753,0.9230769230769231,1.0
"xstock_spot; LMT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,5,550,1,TT,20.02002002001957,0.056363636363636366,0.10363636363636364
"xstock_spot; LMT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,5,550,1,MT,8.00800800800916,0.23272727272727273,0.41454545454545455
"xstock_spot; LMT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,5,550,1,MM,-3.9992001599675753,0.5927272727272728,0.9509090909090909
"xstock_spot; LMT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,5,550,2,TT,16.012810248198228,0.08727272727272728,0.15454545454545454
"xstock_spot; LMT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,5,550,2,MT,6.004803843076001,0.2927272727272727,0.5
"xstock_spot; LMT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,5,550,2,MM,-3.9992001599675753,0.5927272727272728,0.9509090909090909
"xstock_spot; LMT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,15,182,1,TT,20.02002002001957,0.15934065934065933,0.35714285714285715
"xstock_spot; LMT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,15,182,1,MT,8.00800800800916,0.37362637362637363,0.6923076923076923
"xstock_spot; LMT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,15,182,1,MM,-3.9992001599675753,0.5604395604395604,0.9615384615384616
"xstock_spot; LMT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,15,182,2,TT,16.012810248198228,0.21428571428571427,0.47802197802197804
"xstock_spot; LMT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,15,182,2,MT,6.004803843076001,0.41208791208791207,0.7197802197802198
"xstock_spot; LMT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,15,182,2,MM,-3.9992001599675753,0.5604395604395604,0.9615384615384616
"xstock_spot; LMT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,60,10,1,TT,20.02002002001957,0.1,0.7
"xstock_spot; LMT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,60,10,1,MT,8.00800800800916,0.3,0.8
"xstock_spot; LMT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,60,10,1,MM,-3.9992001599675753,0.4,0.9
"xstock_spot; LMT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,60,10,2,TT,16.012810248198228,0.2,0.8
"xstock_spot; LMT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,60,10,2,MT,6.004803843076001,0.3,0.8
"xstock_spot; LMT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LMT/USD,60,10,2,MM,-3.9992001599675753,0.4,0.9
"xstock_spot; LNC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,5,343,1,TT,20.02002002001957,0.08163265306122448,0.12536443148688048
"xstock_spot; LNC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,5,343,1,MT,8.00800800800916,0.2565597667638484,0.40524781341107874
"xstock_spot; LNC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,5,343,1,MM,-3.9992001599675753,0.5860058309037901,0.9591836734693877
"xstock_spot; LNC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,5,343,2,TT,16.012810248198228,0.10495626822157435,0.1924198250728863
"xstock_spot; LNC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,5,343,2,MT,6.004803843076001,0.2944606413994169,0.478134110787172
"xstock_spot; LNC/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,5,343,2,MM,-3.9992001599675753,0.5860058309037901,0.9591836734693877
"xstock_spot; LNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,15,118,1,TT,20.02002002001957,0.17796610169491525,0.2457627118644068
"xstock_spot; LNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,15,118,1,MT,8.00800800800916,0.3559322033898305,0.6101694915254238
"xstock_spot; LNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,15,118,1,MM,-3.9992001599675753,0.5338983050847458,0.9745762711864406
"xstock_spot; LNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,15,118,2,TT,16.012810248198228,0.23728813559322035,0.3305084745762712
"xstock_spot; LNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,15,118,2,MT,6.004803843076001,0.3644067796610169,0.6949152542372882
"xstock_spot; LNC/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LNC/USD,15,118,2,MM,-3.9992001599675753,0.5338983050847458,0.9745762711864406
"xstock_spot; LOW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,5,931,1,TT,20.02002002001957,0.047261009667024706,0.08163265306122448
"xstock_spot; LOW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,5,931,1,MT,8.00800800800916,0.21482277121374865,0.3802363050483351
"xstock_spot; LOW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,5,931,1,MM,-3.9992001599675753,0.6390977443609023,0.9742212674543501
"xstock_spot; LOW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,5,931,2,TT,16.012810248198228,0.06766917293233082,0.12244897959183673
"xstock_spot; LOW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,5,931,2,MT,6.004803843076001,0.26745435016111707,0.4897959183673469
"xstock_spot; LOW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,5,931,2,MM,-3.9992001599675753,0.6390977443609023,0.9742212674543501
"xstock_spot; LOW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,15,413,1,TT,20.02002002001957,0.1089588377723971,0.22518159806295399
"xstock_spot; LOW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,15,413,1,MT,8.00800800800916,0.25907990314769974,0.6246973365617433
"xstock_spot; LOW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,15,413,1,MM,-3.9992001599675753,0.4891041162227603,0.9757869249394673
"xstock_spot; LOW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,15,413,2,TT,16.012810248198228,0.14527845036319612,0.3196125907990315
"xstock_spot; LOW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,15,413,2,MT,6.004803843076001,0.29782082324455206,0.6997578692493946
"xstock_spot; LOW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,15,413,2,MM,-3.9992001599675753,0.4891041162227603,0.9757869249394673
"xstock_spot; LOW/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,60,10,1,TT,20.02002002001957,0.0,0.5
"xstock_spot; LOW/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,60,10,1,MT,8.00800800800916,0.0,0.6
"xstock_spot; LOW/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,60,10,1,MM,-3.9992001599675753,0.0,0.9
"xstock_spot; LOW/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,60,10,2,TT,16.012810248198228,0.0,0.5
"xstock_spot; LOW/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,60,10,2,MT,6.004803843076001,0.0,0.8
"xstock_spot; LOW/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LOW/USD,60,10,2,MM,-3.9992001599675753,0.0,0.9
"xstock_spot; LRCX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,5,1432,1,TT,20.02002002001957,0.18645251396648044,0.2849162011173184
"xstock_spot; LRCX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,5,1432,1,MT,8.00800800800916,0.3470670391061452,0.5970670391061452
"xstock_spot; LRCX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,5,1432,1,MM,-3.9992001599675753,0.6012569832402235,0.9643854748603352
"xstock_spot; LRCX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,5,1432,2,TT,16.012810248198228,0.22625698324022347,0.35893854748603354
"xstock_spot; LRCX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,5,1432,2,MT,6.004803843076001,0.3924581005586592,0.6620111731843575
"xstock_spot; LRCX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,5,1432,2,MM,-3.9992001599675753,0.6012569832402235,0.9643854748603352
"xstock_spot; LRCX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,15,1256,1,TT,20.02002002001957,0.339171974522293,0.5421974522292994
"xstock_spot; LRCX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,15,1256,1,MT,8.00800800800916,0.46735668789808915,0.7699044585987261
"xstock_spot; LRCX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,15,1256,1,MM,-3.9992001599675753,0.5995222929936306,0.9745222929936306
"xstock_spot; LRCX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,15,1256,2,TT,16.012810248198228,0.3837579617834395,0.6090764331210191
"xstock_spot; LRCX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,15,1256,2,MT,6.004803843076001,0.4840764331210191,0.803343949044586
"xstock_spot; LRCX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,15,1256,2,MM,-3.9992001599675753,0.5995222929936306,0.9745222929936306
"xstock_spot; LRCX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,60,772,1,TT,20.02002002001957,0.4637305699481865,0.7629533678756477
"xstock_spot; LRCX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,60,772,1,MT,8.00800800800916,0.5246113989637305,0.8717616580310881
"xstock_spot; LRCX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,60,772,1,MM,-3.9992001599675753,0.5699481865284974,0.9805699481865285
"xstock_spot; LRCX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,60,772,2,TT,16.012810248198228,0.47797927461139894,0.7927461139896373
"xstock_spot; LRCX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,60,772,2,MT,6.004803843076001,0.5375647668393783,0.883419689119171
"xstock_spot; LRCX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,60,772,2,MM,-3.9992001599675753,0.5699481865284974,0.9805699481865285
"xstock_spot; LRCX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,240,150,1,TT,20.02002002001957,0.42,0.8533333333333334
"xstock_spot; LRCX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,240,150,1,MT,8.00800800800916,0.44666666666666666,0.9266666666666666
"xstock_spot; LRCX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,240,150,1,MM,-3.9992001599675753,0.49333333333333335,0.9866666666666667
"xstock_spot; LRCX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,240,150,2,TT,16.012810248198228,0.44,0.8733333333333333
"xstock_spot; LRCX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,240,150,2,MT,6.004803843076001,0.46,0.9333333333333333
"xstock_spot; LRCX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LRCX/USD,240,150,2,MM,-3.9992001599675753,0.49333333333333335,0.9866666666666667
"xstock_spot; LULU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,5,1867,1,TT,20.02002002001957,0.16122121049812532,0.30958757364756295
"xstock_spot; LULU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,5,1867,1,MT,8.00800800800916,0.30958757364756295,0.598821638993037
"xstock_spot; LULU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,5,1867,1,MM,-3.9992001599675753,0.5795393679700054,0.9614354579539368
"xstock_spot; LULU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,5,1867,2,TT,16.012810248198228,0.19068023567220138,0.37707552222817353
"xstock_spot; LULU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,5,1867,2,MT,6.004803843076001,0.3438671665773969,0.662560257096947
"xstock_spot; LULU/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,5,1867,2,MM,-3.9992001599675753,0.5795393679700054,0.9614354579539368
"xstock_spot; LULU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,15,1391,1,TT,20.02002002001957,0.2573687994248742,0.5629043853342919
"xstock_spot; LULU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,15,1391,1,MT,8.00800800800916,0.3795830337886413,0.7907979870596693
"xstock_spot; LULU/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim; conditional fee-only scenario, pair fee eligibility unverified",xstock_spot,LULU/USD,15,1391,1,MM,-3.9992001599675753,0.5212077641984184,0.9762760603882099
