population,asset_class,symbol,rows,valid_spreads,first,last,span_s,observed_rows_per_hour_span,spread_bps_p10,spread_bps_p50,spread_bps_p90,spread_bps_p95,spread_bps_p99,receipt_gap_s_p10,receipt_gap_s_p50,receipt_gap_s_p90,receipt_gap_s_p95,receipt_gap_s_p99,typical_1m_range_bps_same_archive_window,fraction_spread_ge_half_typical_range,fraction_spread_ge_typical_range,observed_quote_lattice_gcd,minimum_observed_price_separation,distinct_valid_side_prices
crypto_spot; archived observations; 2026-09-03T09:47:08.835000+00:00 to 2026-09-05T14:17:22.072000+00:00,crypto_spot,AUSD/USD,420,420,2026-09-03T09:47:08.835000+00:00,2026-09-05T14:17:22.072000+00:00,189013.237,7.999439742942449,0.0999895011030393,0.2000340057800724,0.7999008125591909,0.9999400035996739,1.6809655758607251,5.1182,35.506,1183.3669999999993,2256.729999999997,6071.866839999995,0.0,,,1e-05,1e-05,35
crypto_spot; archived observations; 2026-09-03T09:29:03.712000+00:00 to 2026-09-06T08:55:27.001000+00:00,crypto_spot,AVA/USD,888,888,2026-09-03T09:29:03.712000+00:00,2026-09-06T08:55:27.001000+00:00,257183.289,12.430045561786093,11.737089201878272,25.425909849020027,53.495643712181455,70.66069428891373,139.38603661091759,8.6078,94.226,709.889,1141.7930999999999,2287.9017399999916,0.0,,,0.0001,0.0001,307
crypto_spot; archived observations; 2026-09-04T19:27:08.331000+00:00 to 2026-09-06T07:42:21.633000+00:00,crypto_spot,AVAAI/USD,31,31,2026-09-04T19:27:08.331000+00:00,2026-09-06T07:42:21.633000+00:00,130513.302,0.8550852540685853,23.8095238095249,46.94835680751186,70.42253521126882,77.49130010888305,450.59878733528524,770.6893,2046.976,12901.268900000008,17674.1808,19926.322040000003,0.0,,,1e-05,1e-05,30
crypto_spot; archived observations; 2026-09-03T09:14:56.644000+00:00 to 2026-09-06T09:12:09.345000+00:00,crypto_spot,AVAX/USD,4786,4786,2026-09-03T09:14:56.644000+00:00,2026-09-06T09:12:09.345000+00:00,259032.701,66.51515400752433,1.3284623048813626,2.6666666666675574,5.412719891746208,6.659341590437913,8.225319079901219,6.8864,31.435,130.1588000000001,185.74120000000002,299.92351999999937,0.0,,,0.001,0.001,500
crypto_spot; archived observations; 2026-09-03T09:13:44.055000+00:00 to 2026-09-06T09:13:07.293000+00:00,crypto_spot,AVAX/USDC,1350,1350,2026-09-03T09:13:44.055000+00:00,2026-09-06T09:13:07.293000+00:00,259163.238,18.75265966541134,1.357865435535792,4.057618178128391,6.8481894428301455,8.140615603301937,14.18861133926885,7.937600000000001,70.445,482.0720000000005,772.4003999999998,1525.3973199999991,0.0,,,0.001,0.001,444
crypto_spot; archived observations; 2026-09-03T09:20:55.007000+00:00 to 2026-09-06T09:11:27.244000+00:00,crypto_spot,AVAX/USDT,870,870,2026-09-03T09:20:55.007000+00:00,2026-09-06T09:11:27.244000+00:00,258632.237,12.10985929801164,2.6535052972879214,5.9854976454131865,13.659709413159804,23.596962949407622,55.50015836757349,11.5794,130.686,790.3174000000007,1193.624599999999,2171.56143999999,0.0,,,0.001,0.001,424
crypto_spot; archived observations; 2026-09-03T09:15:02.479000+00:00 to 2026-09-06T08:20:18.042000+00:00,crypto_spot,AVL/USD,1970,1970,2026-09-03T09:15:02.479000+00:00,2026-09-06T08:20:18.042000+00:00,255915.563,27.712265392785042,31.13870441710428,42.962998720765746,83.299836683685,101.46121644296792,239.89839346385412,4.4652,9.945,204.9524000000003,604.7571999999996,2780.4861199999923,18.226600985221104,0.9918781725888325,0.9847715736040609,1e-06,1e-06,1384
crypto_spot; archived observations; 2026-09-03T09:19:46.829000+00:00 to 2026-09-06T09:02:33.255000+00:00,crypto_spot,AVNT/USD,1831,1831,2026-09-03T09:19:46.829000+00:00,2026-09-06T09:02:33.255000+00:00,258166.426,25.532367249024084,4.848014737965615,12.310023199659591,22.661214838170153,27.04103142427936,45.252928556626856,9.8133,75.6695,337.8727,480.62969999999996,1028.0165200000004,0.0,,,1e-05,1e-05,804
crypto_spot; archived observations; 2026-09-03T09:18:00.754000+00:00 to 2026-09-06T09:02:15.086000+00:00,crypto_spot,AXS/USD,1421,1421,2026-09-03T09:18:00.754000+00:00,2026-09-06T09:02:15.086000+00:00,258254.332,19.808380213347206,10.465724751439046,10.678056593699955,21.276595744680872,21.57497303128373,21.857923497267777,9.5275,89.274,458.17800000000074,708.2394499999995,1187.0572899999993,0.0,,,0.001,0.001,59
crypto_spot; archived observations; 2026-09-03T10:15:23.519000+00:00 to 2026-09-06T09:13:35.797000+00:00,crypto_spot,AZTEC/USD,1069,1069,2026-09-03T10:15:23.519000+00:00,2026-09-06T09:13:35.797000+00:00,255492.278,15.062686160714415,13.883113883113317,61.20367222033309,227.87153827463015,276.51797566874495,1000.650868431588,6.9422,71.5475,647.7269,853.8597499999995,1950.6919799999976,0.0,,,1e-05,1e-05,465
crypto_spot; archived observations; 2026-09-03T10:15:23.520000+00:00 to 2026-09-06T08:38:48.179000+00:00,crypto_spot,B2/USD,46,46,2026-09-03T10:15:23.520000+00:00,2026-09-06T08:38:48.179000+00:00,253404.659,0.6535002183996941,27.682688785520515,38.2586382746686,63.4730007826549,97.86366748853405,140.74715021415238,13.095000000000006,1066.341,8866.680800000004,14854.899799999983,85841.32336000029,0.0,,,0.0001,0.0001,79
crypto_spot; archived observations; 2026-09-03T09:14:35.596000+00:00 to 2026-09-06T09:12:14.083000+00:00,crypto_spot,BABY/USD,2586,2586,2026-09-03T09:14:35.596000+00:00,2026-09-06T09:12:14.083000+00:00,259058.487,35.93628646491709,8.760402978536655,17.559262510975344,26.25820568927835,26.966292134831924,36.36363636363646,8.827,51.809,247.88919999999973,350.6695999999999,663.4739199999997,0.0,,,1e-05,1e-05,94
crypto_spot; archived observations; 2026-09-03T10:26:28.776000+00:00 to 2026-09-06T08:39:03.534000+00:00,crypto_spot,BABYSHARK/USD,2982,2982,2026-09-03T10:26:28.776000+00:00,2026-09-06T08:39:03.534000+00:00,252754.758,42.472790957312064,26.709418894982655,69.79865771812075,149.08664446760608,228.6179236686669,467.7155754740734,4.13,8.127,88.094,274.214,1776.9639999999717,32.83120896098813,0.9366197183098591,0.8772635814889336,1e-06,1e-06,1040
crypto_spot; archived observations; 2026-09-04T19:27:07.332000+00:00 to 2026-09-05T07:25:36.883000+00:00,crypto_spot,BANANAS31/USD,19,19,2026-09-04T19:27:07.332000+00:00,2026-09-05T07:25:36.883000+00:00,43109.551,1.586655356257364,16.81952236685495,23.70229912301602,52.438448169794675,56.89032277647853,82.2677783620249,172.34240000000003,1649.942,5409.333100000001,6623.106799999994,9175.658159999994,0.0,,,1e-06,1e-06,31
crypto_spot; archived observations; 2026-09-03T10:01:19.006000+00:00 to 2026-09-03T18:03:33.672000+00:00,crypto_spot,BAND/USD,24,24,2026-09-03T10:01:19.006000+00:00,2026-09-03T18:03:33.672000+00:00,28934.666,2.986037578591714,22.33265790944726,32.9128207442849,44.297924297924034,48.550050187061366,57.90999988634708,278.6388,844.514,1982.8466,2381.8854999999994,7428.4362000000065,0.0,,,0.0001,0.0001,31
crypto_spot; archived observations; 2026-09-03T09:27:22.034000+00:00 to 2026-09-06T08:56:38.465000+00:00,crypto_spot,BASED/USD,444,444,2026-09-03T09:27:22.034000+00:00,2026-09-06T08:56:38.465000+00:00,257356.431,6.210841492435835,12.815948736204037,20.248853633229754,40.372638300099794,47.39701758570739,57.42260247684617,14.8346,280.208,1634.8506000000002,2310.184099999999,3329.908619999999,0.0,,,1e-05,1e-05,276
crypto_spot; archived observations; 2026-09-03T09:14:17.763000+00:00 to 2026-09-06T09:05:54.791000+00:00,crypto_spot,BAT/USD,1976,1976,2026-09-03T09:14:17.763000+00:00,2026-09-06T09:05:54.791000+00:00,258697.028,27.49780333773297,1.4094432769075942,4.2158516228368486,8.545184776511322,11.44656521083402,22.283558952218243,8.756,63.542,315.5444000000001,470.34799999999996,899.41936,0.0,,,1e-05,1e-05,469
crypto_spot; archived observations; 2026-09-03T09:16:26.845000+00:00 to 2026-09-06T09:12:03.294000+00:00,crypto_spot,BCH/USD,4190,4190,2026-09-03T09:16:26.845000+00:00,2026-09-06T09:12:03.294000+00:00,258936.449,58.253675982093974,2.709911708747781,6.601300844578815,9.998040435904198,11.631712708178647,22.544053855133473,5.9399999999999995,28.988,155.21340000000004,231.15939999999986,408.96859999999987,1.193768736681848,0.9427207637231504,0.9260143198090692,0.01,0.01,1727
crypto_spot; archived observations; 2026-09-03T09:20:58.615000+00:00 to 2026-09-06T09:11:26.868000+00:00,crypto_spot,BCH/USDC,1090,1090,2026-09-03T09:20:58.615000+00:00,2026-09-06T09:11:26.868000+00:00,258628.253,15.172356285451922,7.428258685328462,14.758141256511514,38.45704297313521,52.19421364749787,77.56736072933008,15.748200000000002,112.126,552.4064000000006,934.9191999999997,1890.7228799999987,0.0,,,0.01,0.01,1107
crypto_spot; archived observations; 2026-09-03T09:31:07.654000+00:00 to 2026-09-06T09:11:27.118000+00:00,crypto_spot,BCH/USDT,1153,1153,2026-09-03T09:31:07.654000+00:00,2026-09-06T09:11:27.118000+00:00,258019.464,16.08715844786035,5.718999853812372,11.675423234092676,33.96415456260507,48.024461387085296,86.3642472730914,8.7917,92.792,558.6333000000003,919.1371500000004,1824.31323,0.0,,,0.01,0.01,1152
crypto_spot; archived observations; 2026-09-03T09:49:45.980000+00:00 to 2026-09-06T09:08:05.385000+00:00,crypto_spot,BEAM/USD,331,331,2026-09-03T09:49:45.980000+00:00,2026-09-06T09:08:05.385000+00:00,256699.405,4.642005305777783,19.04157410345899,31.456432840515962,45.29278550630904,57.39824516823368,94.79526938239152,39.1952,396.1735,1987.1893000000025,3005.2862500000006,4737.69431,0.0,,,1e-06,1e-06,85
crypto_spot; archived observations; 2026-09-03T09:19:07.267000+00:00 to 2026-09-06T08:25:15.280000+00:00,crypto_spot,BERA/USD,493,493,2026-09-03T09:19:07.267000+00:00,2026-09-06T08:25:15.280000+00:00,255968.013,6.93367885775634,5.654509471302742,16.606698034873776,33.44114766616085,49.1305903537817,169.73251924315832,18.536,251.422,1399.1583000000016,1879.8171999999993,3230.062069999997,0.0,,,0.0001,0.0001,181
crypto_spot; archived observations; 2026-09-03T10:01:17.170000+00:00 to 2026-09-06T09:07:22.025000+00:00,crypto_spot,BERT/USD,578,578,2026-09-03T10:01:17.170000+00:00,2026-09-06T09:07:22.025000+00:00,255964.855,8.129241024124191,4.8345049142916405,49.622995221816026,478.9977622446754,626.0029570696495,986.031330332544,6.4928,66.638,1241.1123999999995,2164.736799999994,4917.6472,1.0427528675714286,0.9913494809688581,0.9221453287197232,1e-06,1e-06,783
crypto_spot; archived observations; 2026-09-03T18:18:10.482000+00:00 to 2026-09-04T19:02:07.689000+00:00,crypto_spot,BGB/USD,31,31,2026-09-03T18:18:10.482000+00:00,2026-09-04T19:02:07.689000+00:00,89037.207,1.2534085890632216,25.081514923500844,30.015007503750795,50.10020040080054,88.54990984433284,112.08938106397748,105.67320000000001,1284.7205,5239.926700000004,9009.12194999999,21947.92528000001,0.0,,,0.001,0.001,39
crypto_spot; archived observations; 2026-09-03T09:21:37.979000+00:00 to 2026-09-06T08:56:51.580000+00:00,crypto_spot,BICO/USD,1785,1785,2026-09-03T09:21:37.979000+00:00,2026-09-06T08:56:51.580000+00:00,257713.601,24.934656048673194,8.81445570736124,18.36547291092671,33.51774972702366,40.48402060279539,64.50324351423825,8.0109,62.974000000000004,389.53720000000004,563.1653499999995,1048.629050000001,4.374453193350654,1.0,0.9742296918767507,1e-05,1e-05,414
crypto_spot; archived observations; 2026-09-03T09:23:32.441000+00:00 to 2026-09-03T18:01:28.630000+00:00,crypto_spot,BIGTIME/USD,18,18,2026-09-03T09:23:32.441000+00:00,2026-09-03T18:01:28.630000+00:00,31076.189,2.0851977699067286,26.423684117445948,34.63256872889025,72.68481851340313,82.36664398857118,112.22365074302144,227.65400000000002,1113.089,4735.93,4899.5754,4978.10788,0.0,,,1e-06,1e-06,33
crypto_spot; archived observations; 2026-09-03T09:15:38.671000+00:00 to 2026-09-06T08:55:46.690000+00:00,crypto_spot,BILL/USD,780,780,2026-09-03T09:15:38.671000+00:00,2026-09-06T08:55:46.690000+00:00,258008.019,10.883382659513385,6.170554327108583,12.755102040815807,23.6868664521752,25.706940874036054,38.09651132357632,10.371400000000001,146.104,928.1592000000002,1243.3711,2229.5797800000028,0.0,,,1e-05,1e-05,206
crypto_spot; archived observations; 2026-09-03T18:18:10.482000+00:00 to 2026-09-06T09:13:05.715000+00:00,crypto_spot,BIO/USD,652,652,2026-09-03T18:18:10.482000+00:00,2026-09-06T09:13:05.715000+00:00,226495.233,10.363132013467144,7.383070709647991,17.937219730942218,29.563932002956467,42.78162030209095,85.96460954045729,9.432,126.744,919.785,1297.6734999999999,2948.7675,0.0,,,1e-05,1e-05,183
crypto_spot; archived observations; 2026-09-03T09:25:25.502000+00:00 to 2026-09-06T09:12:35.069000+00:00,crypto_spot,BLESS/USD,1983,1983,2026-09-03T09:25:25.502000+00:00,2026-09-06T09:12:35.069000+00:00,258429.567,27.62377417905901,18.671811788136417,27.446890267333497,44.81147247119117,52.257909159063395,78.18590408736006,6.217099999999999,38.7095,306.87090000000006,529.7002499999995,1559.3198400000008,2.2482014388492195,1.0,0.9989914271306102,1e-06,1e-06,1336
crypto_spot; archived observations; 2026-09-03T09:15:36.204000+00:00 to 2026-09-06T09:03:38.720000+00:00,crypto_spot,BLUAI/USD,249,249,2026-09-03T09:15:36.204000+00:00,2026-09-06T09:03:38.720000+00:00,258482.516,3.4679328175527355,20.788905311536496,35.53800592300091,69.90318974992618,107.02484273318873,337.7385479223779,24.302500000000006,462.3075,2854.1710000000003,3808.191799999996,8401.74745,0.0,,,1e-06,1e-06,378
crypto_spot; archived observations; 2026-09-03T09:14:37.104000+00:00 to 2026-09-06T08:07:07.387000+00:00,crypto_spot,BLUR/USD,154,154,2026-09-03T09:14:37.104000+00:00,2026-09-06T08:07:07.387000+00:00,255150.283,2.1728370961673598,18.242626938278367,24.80620393545732,41.33698246335479,43.25273055269274,63.63879995659735,18.651,535.02,3610.374000000002,5288.246800000001,17216.57111999998,0.0,,,1e-05,1e-05,98
crypto_spot; archived observations; 2026-09-05T08:12:20.640000+00:00 to 2026-09-06T08:38:55.530000+00:00,crypto_spot,BLZ/USD,450,450,2026-09-05T08:12:20.640000+00:00,2026-09-06T08:38:55.530000+00:00,87994.89,18.410159953606396,36.06642449403086,111.62428490130819,171.3924007828317,193.7468720955172,261.0134920963054,7.016400000000001,71.629,490.31059999999997,806.0319999999998,1761.9658399999962,35.746201966041205,0.9577777777777777,0.9,1e-05,1e-05,234
crypto_spot; archived observations; 2026-09-03T09:16:08.785000+00:00 to 2026-09-06T09:09:18.364000+00:00,crypto_spot,BMT/USD,1842,1842,2026-09-03T09:16:08.785000+00:00,2026-09-06T09:09:18.364000+00:00,258789.579,25.62390659478603,10.799136069115903,16.820857863752313,28.449502133713473,33.51955307262627,45.12243120465811,9.164,63.31,357.586,563.554,1036.2997999999995,5.3447354355957195,1.0,0.998914223669924,1e-05,1e-05,138
crypto_spot; archived observations; 2026-09-03T09:18:38.208000+00:00 to 2026-09-06T09:13:30.914000+00:00,crypto_spot,BNB/USD,14634,14634,2026-09-03T09:18:38.208000+00:00,2026-09-06T09:13:30.914000+00:00,258892.706,203.49124861014818,0.4158148237980902,1.337416913931472,2.9561744420472826,3.7939788392897666,5.952104555037869,4.6592,10.49,37.5522,55.39839999999999,106.24144000000003,3.4751182084065695,0.3367500341670083,0.06532731993986607,0.01,0.01,5464
crypto_spot; archived observations; 2026-09-03T09:15:14.840000+00:00 to 2026-09-06T09:12:40.967000+00:00,crypto_spot,BNB/USDC,2312,2312,2026-09-03T09:15:14.840000+00:00,2026-09-06T09:12:40.967000+00:00,259046.127,32.13018506159715,0.7867574651311193,3.964985758933161,7.808780081061961,10.14647485655176,21.027485349157043,8.262,42.632,279.07,462.57550000000003,973.9462000000029,0.5587835798565248,0.9264705882352942,0.9134948096885813,0.01,0.01,2988
crypto_spot; archived observations; 2026-09-03T09:14:35.509000+00:00 to 2026-09-06T09:10:59.780000+00:00,crypto_spot,BNB/USDT,1272,1272,2026-09-03T09:14:35.509000+00:00,2026-09-06T09:10:59.780000+00:00,258984.271,17.681382665899427,2.62787092542608,6.685343705704401,13.537075273698767,16.963043822352834,26.259378724382113,10.103,76.089,520.475,819.53,1664.4319999999982,0.0,,,0.01,0.01,1939
crypto_spot; archived observations; 2026-09-03T18:18:10.436000+00:00 to 2026-09-04T19:02:43.860000+00:00,crypto_spot,BNKR/USD,76,76,2026-09-03T18:18:10.436000+00:00,2026-09-04T19:02:43.860000+00:00,89073.424,3.071623248703227,21.791139035144134,63.965510022020176,275.3611255451399,435.49834979435286,1223.6054715194432,76.0954,572.149,2707.9126,4703.893299999998,6873.756720000008,0.0,,,1e-07,1e-07,115
crypto_spot; archived observations; 2026-09-03T11:21:54.093000+00:00 to 2026-09-03T18:01:28.630000+00:00,crypto_spot,BNT/USD,21,21,2026-09-03T11:21:54.093000+00:00,2026-09-03T18:01:28.630000+00:00,23974.537,3.1533455682585236,35.5010488946261,74.6733042937154,98.14785499445912,117.39264751313024,120.69631012302824,18.5036,617.337,3347.891,3412.877250000001,4015.1658499999994,0.0,,,0.0001,0.0001,34
crypto_spot; archived observations; 2026-09-03T09:48:32.912000+00:00 to 2026-09-06T09:08:04.962000+00:00,crypto_spot,BOB/USD,502,502,2026-09-03T09:48:32.912000+00:00,2026-09-06T09:08:04.962000+00:00,256772.05,7.038149206660149,20.682523267837833,41.49377593361007,64.29492580428932,82.296076592221,102.33968562507926,9.238,135.044,1344.212,2324.543,5131.238,0.0,,,1e-05,1e-05,47
crypto_spot; archived observations; 2026-09-03T09:13:56.986000+00:00 to 2026-09-06T09:13:11.327000+00:00,crypto_spot,BONK/USD,4488,4488,2026-09-03T09:13:56.986000+00:00,2026-09-06T09:13:11.327000+00:00,259154.341,62.34431550579352,0.0,0.0,30.91190108191624,31.897926634768435,33.1674958540627,5.5586,29.113,145.818,213.53119999999984,383.3397400000004,0.0,,,1e-08,1e-08,45
crypto_spot; archived observations; 2026-09-03T09:35:47.320000+00:00 to 2026-09-06T09:06:03.905000+00:00,crypto_spot,BOS/USD,206,206,2026-09-03T09:35:47.320000+00:00,2026-09-06T09:06:03.905000+00:00,257416.585,2.8809332545531205,408.1632653061227,444.44444444444474,1111.1111111111118,1333.3333333333342,1610.3079824010038,20.898800000000012,387.259,2258.6802,3372.0173999999975,5170.022800000003,0.0,,,1e-06,1e-06,14
crypto_spot; archived observations; 2026-09-03T09:31:53.872000+00:00 to 2026-09-06T08:21:48.387000+00:00,crypto_spot,BRL1/USD,880,880,2026-09-03T09:31:53.872000+00:00,2026-09-06T08:21:48.387000+00:00,254994.515,12.423796645194505,5.651691462873478,9.701305361715963,14.31741719186368,15.979755180889716,19.125456924892266,18.899400000000004,137.084,708.3712000000003,999.8689999999965,2049.7338000000013,0.0,,,1e-05,1e-05,255
crypto_spot; archived observations; 2026-09-03T09:13:43.895000+00:00 to 2026-09-06T09:13:33.194000+00:00,crypto_spot,BTC/USD,39772,39772,2026-09-03T09:13:43.895000+00:00,2026-09-06T09:13:33.194000+00:00,259189.299,552.4116950522714,0.012325208515341158,0.012543628307936136,0.3553226279065088,0.6425630460766482,1.8807844590454206,4.194,5.503,10.113,12.346,18.29310000000002,2.663621092360696,0.021095242884441315,0.0031680579302021524,0.1,0.1,18519
crypto_spot; archived observations; 2026-09-03T09:13:43.895000+00:00 to 2026-09-06T09:13:05.361000+00:00,crypto_spot,BTC/USDC,10504,10504,2026-09-03T09:13:43.895000+00:00,2026-09-06T09:13:05.361000+00:00,259161.466,145.9105807033828,0.0012357777269856392,0.3535887693538942,2.1710489527404455,3.18140382125824,7.374475409505353,4.918,13.863,54.98820000000003,78.91999999999993,166.10065999999995,1.5807820057099806,0.3074067022086824,0.15003808073115005,0.01,0.01,15983
crypto_spot; archived observations; 2026-09-03T09:14:02.236000+00:00 to 2026-09-06T09:11:38.406000+00:00,crypto_spot,BTC/USDT,6694,6694,2026-09-03T09:14:02.236000+00:00,2026-09-06T09:11:38.406000+00:00,259056.17,93.02384112295029,0.012471624031253114,0.3721433966465914,2.5783395189484,3.228414457806519,4.737975868551711,5.189,18.889,96.0246,141.17659999999998,257.02419999999995,0.7888243471320596,0.4877502240812668,0.32641171198087837,0.1,0.1,9448
crypto_spot; archived observations; 2026-09-03T09:13:57.651000+00:00 to 2026-09-06T09:08:39.910000+00:00,crypto_spot,BTR/USD,4335,4335,2026-09-03T09:13:57.651000+00:00,2026-09-06T09:08:39.910000+00:00,258882.259,60.282230463695086,16.692400958966562,31.814353887900545,66.8396466530056,81.82811287456873,119.636029468847,5.135800000000001,20.957,153.8922,249.17374999999998,546.0076500000001,10.302926854951014,0.9891580161476355,0.9725490196078431,1e-05,1e-05,1066
crypto_spot; archived observations; 2026-09-03T19:28:49.479000+00:00 to 2026-09-04T19:04:38+00:00,crypto_spot,BTT/USD,107,107,2026-09-03T19:28:49.479000+00:00,2026-09-04T19:04:38+00:00,84948.521,4.534510965764784,0.0,0.0,327.86885245901675,327.86885245901675,1230.384615384614,19.323999999999998,261.2435,2537.75,3295.66575,4962.026850000003,0.0,,,1e-08,1e-08,5
crypto_spot; archived observations; 2026-09-03T09:13:45.408000+00:00 to 2026-09-06T09:12:34.204000+00:00,crypto_spot,CAKE/USD,2589,2589,2026-09-03T09:13:45.408000+00:00,2026-09-06T09:12:34.204000+00:00,259128.796,35.96821404596037,8.884940026653842,19.16626736942982,40.06410417228965,46.0005111167908,81.01938169163172,7.0007,38.480000000000004,232.53800000000018,404.4979,965.3283000000007,4.487323537537764,1.0,0.9694862881421398,0.001,0.001,343
crypto_spot; archived observations; 2026-09-03T09:13:46.042000+00:00 to 2026-09-06T09:13:29.845000+00:00,crypto_spot,CAP/USD,11965,11965,2026-09-03T09:13:46.042000+00:00,2026-09-06T09:13:29.845000+00:00,259183.803,166.19094056583467,7.248031919585474,33.722263438321384,71.71879203778013,86.80467779602566,125.29811791903461,5.168,6.3815,46.825000000000024,83.01355,228.86220000000068,20.652913707409304,0.8732135394901797,0.7384872544922692,1e-06,1e-06,6893
crypto_spot; archived observations; 2026-09-03T11:35:24.461000+00:00 to 2026-09-03T18:01:50.306000+00:00,crypto_spot,CARV/USD,57,57,2026-09-03T11:35:24.461000+00:00,2026-09-03T18:01:50.306000+00:00,23185.845,8.85022736932814,17.190007214622785,31.568374228726928,72.84060416589087,75.38237143459112,81.1310255329165,10.4855,115.822,1251.5520000000001,1393.357,3060.486450000006,0.0,,,1e-05,1e-05,55
crypto_spot; archived observations; 2026-09-03T10:15:23.520000+00:00 to 2026-09-06T06:11:27.579000+00:00,crypto_spot,CASH/USD,30,30,2026-09-03T10:15:23.520000+00:00,2026-09-06T06:11:27.579000+00:00,244564.059,0.4416020916630272,1.0001500225032653,1.0001500225032653,4.400920356090351,7.998400319935132,8.713052526819995,331.11100000000005,2794.395,11090.532599999999,15477.725199999986,103747.78495999987,1.99980001999778,1.0,0.43333333333333335,0.0001,0.0001,6
crypto_spot; archived observations; 2026-09-03T09:13:49.961000+00:00 to 2026-09-06T09:13:22.676000+00:00,crypto_spot,CC/USD,4948,4948,2026-09-03T09:13:49.961000+00:00,2026-09-06T09:13:22.676000+00:00,259172.715,68.72945711125494,0.918737654462412,4.514672695432305,8.327010988120115,10.197224072461891,19.87157459040263,6.46,29.787,126.83760000000014,178.02559999999997,302.42406,2.74172911716343,0.8575181891673404,0.7006871463217461,1e-05,1e-05,778
crypto_spot; archived observations; 2026-09-03T09:50:29.455000+00:00 to 2026-09-06T08:28:04.995000+00:00,crypto_spot,CC/USDC,613,613,2026-09-03T09:50:29.455000+00:00,2026-09-06T08:28:04.995000+00:00,254255.54,8.679456896003131,0.9171703509865743,7.200720072006907,19.911966515282014,30.61033939395845,52.9718752787435,18.3599,143.362,1191.1956999999986,1626.1390999999987,4145.879619999999,0.0,,,1e-05,1e-05,523
crypto_spot; archived observations; 2026-09-03T18:18:10.482000+00:00 to 2026-09-06T09:11:00.201000+00:00,crypto_spot,CC/USDT,350,350,2026-09-03T18:18:10.482000+00:00,2026-09-06T09:11:00.201000+00:00,226369.719,5.566115492682128,5.352797388842659,11.511597555807631,26.595945205608217,42.5478211938783,63.032475504177484,16.811000000000003,264.525,1578.1269999999997,2428.961799999992,4705.83856,0.0,,,1e-05,1e-05,430
crypto_spot; archived observations; 2026-09-03T09:43:30.535000+00:00 to 2026-09-04T19:11:55.012000+00:00,crypto_spot,CCD/USD,97,97,2026-09-03T09:43:30.535000+00:00,2026-09-04T19:11:55.012000+00:00,120504.477,2.8978176470572126,13.19506002043132,26.730820636193595,149.02541826869856,302.9430600793889,364.77244427920306,9.7195,293.26800000000003,4287.5275,6472.10925,8080.462699999998,0.0,,,1e-06,1e-06,77
