population,asset_class,symbol,horizon_min,valid_origins,potential_row_offset_origins,origins_rejected_for_gaps,signed_endpoint_bps_p10,signed_endpoint_bps_p50,signed_endpoint_bps_p90,signed_endpoint_bps_p99,absolute_endpoint_bps_p10,absolute_endpoint_bps_p50,absolute_endpoint_bps_p90,absolute_endpoint_bps_p99,future_up_excursion_bps_p10,future_up_excursion_bps_p50,future_up_excursion_bps_p90,future_up_excursion_bps_p99,future_down_excursion_bps_p10,future_down_excursion_bps_p50,future_down_excursion_bps_p90,future_down_excursion_bps_p99
crypto_spot; 0G/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,0G/USD,5,196,1817,1621,-241.93548387096752,0.0,212.80063749637645,408.2469053195053,0.0,106.38297872340496,300.8702391139378,408.2469053195053,-40.32258064516125,81.30081300812941,267.4102674102674,530.6039488966335,0.0,81.63265306122436,308.3700440528636,403.5874439461884
crypto_spot; MANA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MANA/USD,15,0,2454,2454,,,,,,,,,,,,,,,,
crypto_spot; MANA/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MANA/USD,60,0,2409,2409,,,,,,,,,,,,,,,,
crypto_spot; MANA/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MANA/USD,240,0,2229,2229,,,,,,,,,,,,,,,,
crypto_spot; MANA/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MANA/USDT,5,0,87,87,,,,,,,,,,,,,,,,
crypto_spot; MANA/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MANA/USDT,15,0,77,77,,,,,,,,,,,,,,,,
crypto_spot; MANA/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MANA/USDT,60,0,32,32,,,,,,,,,,,,,,,,
crypto_spot; MANA/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MANA/USDT,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MANTRA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MANTRA/USD,5,11,962,951,-148.08362369337914,-59.249506254114294,27.20471548401715,31.291900119830185,19.80633802816989,59.249506254114294,148.08362369337914,162.08475779637044,-30.62787136294043,2.195389681669546,47.60825209703113,49.658784393377566,19.80633802816989,92.16589861751223,167.6829268292679,305.26862893040527
crypto_spot; MANTRA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MANTRA/USD,15,0,952,952,,,,,,,,,,,,,,,,
crypto_spot; MANTRA/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MANTRA/USD,60,0,907,907,,,,,,,,,,,,,,,,
crypto_spot; MANTRA/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MANTRA/USD,240,0,727,727,,,,,,,,,,,,,,,,
crypto_spot; MASK/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MASK/USD,5,0,427,427,,,,,,,,,,,,,,,,
crypto_spot; MASK/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MASK/USD,15,0,417,417,,,,,,,,,,,,,,,,
crypto_spot; MASK/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MASK/USD,60,0,372,372,,,,,,,,,,,,,,,,
crypto_spot; MASK/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MASK/USD,240,0,192,192,,,,,,,,,,,,,,,,
crypto_spot; MEGA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MEGA/USD,5,331,3504,3173,-54.41824306815279,-5.089058524172518,48.14121422840323,124.02304519063446,5.108556832695843,27.159152634437245,68.4237202230098,136.95753310661692,-5.129520389843822,17.857142857142794,61.412487205732006,136.17183395362824,-7.471980074720275,20.283975659229903,67.6352705410821,145.2718715439171
crypto_spot; MEGA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MEGA/USD,15,31,3494,3463,-109.0059693745138,-50.56890012642201,116.78090886011461,144.73108202380658,30.927835051546282,85.68548387096753,134.8314606741574,144.73108202380658,23.358422008823432,70.0525394045548,160.96065406234095,200.06537091885198,-7.643312101910382,65.63998990153918,157.4606348412888,187.98940895273884
crypto_spot; MEGA/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MEGA/USD,60,0,3449,3449,,,,,,,,,,,,,,,,
crypto_spot; MEGA/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MEGA/USD,240,0,3269,3269,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USD,5,11,1242,1231,-64.81481481481421,0.0,54.595086442219554,75.22695050468721,9.199632014718073,54.595086442219554,77.51937984496138,80.7907116544685,-9.250693802035359,0.0,63.694267515923556,107.14462055004239,-9.099181073703999,34.45305770887197,72.26738934056121,88.38093190069308
crypto_spot; MELANIA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USD,15,0,1232,1232,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USD,60,0,1187,1187,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USD,240,0,1007,1007,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USDC; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USDC,5,0,298,298,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USDC; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USDC,15,0,288,288,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USDC; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USDC,60,0,243,243,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USDC; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USDC,240,0,63,63,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USDT; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USDT,5,0,558,558,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USDT; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USDT,15,0,548,548,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USDT; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USDT,60,0,503,503,,,,,,,,,,,,,,,,
crypto_spot; MELANIA/USDT; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MELANIA/USDT,240,0,323,323,,,,,,,,,,,,,,,,
crypto_spot; MEME/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MEME/USD,5,0,130,130,,,,,,,,,,,,,,,,
crypto_spot; MEME/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MEME/USD,15,0,120,120,,,,,,,,,,,,,,,,
crypto_spot; MEME/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MEME/USD,60,0,75,75,,,,,,,,,,,,,,,,
crypto_spot; MEME/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MEME/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MERL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MERL/USD,5,14,602,588,-119.35318715848574,2.508760642212504,58.96575737575449,79.89949380304667,11.375210245047063,31.485209377405955,135.49028130628446,168.56889313008296,18.135358377249446,55.551887268801,86.50185622433139,109.24982549989231,4.506760140210787,43.61876266724296,259.6460467103109,381.7310964587225
crypto_spot; MERL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MERL/USD,15,0,592,592,,,,,,,,,,,,,,,,
crypto_spot; MERL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MERL/USD,60,0,547,547,,,,,,,,,,,,,,,,
crypto_spot; MERL/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MERL/USD,240,0,367,367,,,,,,,,,,,,,,,,
crypto_spot; MET/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MET/USD,5,2,376,374,31.269546524705483,31.282594530765984,31.295642536826485,31.298578338190097,31.269546524705483,31.282594530765984,31.295642536826485,31.298578338190097,31.269546524705483,31.282594530765984,31.295642536826485,31.298578338190097,21.905971175324115,26.06611044104146,30.2262497067588,31.162281041545203
crypto_spot; MET/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MET/USD,15,0,366,366,,,,,,,,,,,,,,,,
crypto_spot; MET/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MET/USD,60,0,321,321,,,,,,,,,,,,,,,,
crypto_spot; MET/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MET/USD,240,0,141,141,,,,,,,,,,,,,,,,
crypto_spot; METH/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,METH/USD,5,4,51,47,-106.01979136416362,-24.98435414635458,233.90610891854283,316.0763471176175,35.86277051986531,95.9686699243345,263.97340356609925,319.08307658237317,-35.71379998744717,24.794324808619095,262.7399737559638,344.530860497116,-4.5023353671190804,325.6153424955033,685.6579573775223,699.3683350941062
crypto_spot; METH/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,METH/USD,15,0,41,41,,,,,,,,,,,,,,,,
crypto_spot; METH/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,METH/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; METH/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,METH/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; METIS/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,METIS/USD,5,0,76,76,,,,,,,,,,,,,,,,
crypto_spot; METIS/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,METIS/USD,15,0,66,66,,,,,,,,,,,,,,,,
crypto_spot; METIS/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,METIS/USD,60,0,21,21,,,,,,,,,,,,,,,,
crypto_spot; METIS/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,METIS/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MEW/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MEW/USD,5,0,28,28,,,,,,,,,,,,,,,,
crypto_spot; MEW/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MEW/USD,15,0,18,18,,,,,,,,,,,,,,,,
crypto_spot; MEW/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MEW/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MEW/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MEW/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MEZO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MEZO/USD,5,0,4,4,,,,,,,,,,,,,,,,
crypto_spot; MEZO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MEZO/USD,15,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MEZO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MEZO/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MEZO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MEZO/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MIM/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MIM/USD,5,1,614,613,-390.39039039039045,-390.39039039039045,-390.39039039039045,-390.39039039039045,390.39039039039045,390.39039039039045,390.39039039039045,390.39039039039045,252.88446341077852,252.88446341077852,252.88446341077852,252.88446341077852,390.39039039039045,390.39039039039045,390.39039039039045,390.39039039039045
crypto_spot; MIM/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MIM/USD,15,0,604,604,,,,,,,,,,,,,,,,
crypto_spot; MIM/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MIM/USD,60,0,559,559,,,,,,,,,,,,,,,,
crypto_spot; MIM/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MIM/USD,240,0,379,379,,,,,,,,,,,,,,,,
crypto_spot; MINA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MINA/USD,5,86,2376,2290,-88.32487749684259,3.65681332414991,108.26569007611697,234.73733722012193,9.626296695048886,47.05921892629139,140.30627817327002,234.73733722012193,-2.114470046701289,40.21316959064269,145.13269602561385,374.445490240819,-15.53493730205302,20.60603533755534,105.92261887300336,241.29794113238626
crypto_spot; MINA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MINA/USD,15,0,2366,2366,,,,,,,,,,,,,,,,
crypto_spot; MINA/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MINA/USD,60,0,2321,2321,,,,,,,,,,,,,,,,
crypto_spot; MINA/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MINA/USD,240,0,2141,2141,,,,,,,,,,,,,,,,
crypto_spot; MIRA/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MIRA/USD,5,9,380,371,-145.71281935298617,-84.74576271186419,8.791208791208767,40.439560439560296,33.75527426160296,84.74576271186419,145.71281935298617,146.37044511521452,-45.81633451926348,42.372881355932094,147.86745142304227,148.5447069257437,33.82663847780077,87.9120879120876,175.1917326030048,204.62936037048658
crypto_spot; MIRA/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MIRA/USD,15,0,370,370,,,,,,,,,,,,,,,,
crypto_spot; MIRA/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MIRA/USD,60,0,325,325,,,,,,,,,,,,,,,,
crypto_spot; MIRA/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MIRA/USD,240,0,145,145,,,,,,,,,,,,,,,,
crypto_spot; MNT/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MNT/USD,5,42,1713,1671,-53.0004815678049,0.0,46.52898530578708,79.53535179463367,7.539274670848251,23.879744311104403,62.95943404001258,166.9302166669065,-3.256919101249366,12.290038563974592,51.01863556210184,79.53535179463367,-6.692351541927709,14.744587754974003,56.176035860984065,197.18817860440637
crypto_spot; MNT/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MNT/USD,15,2,1703,1701,-1.275208706450814,8.214509084925602,17.70422687630202,19.839413379361716,5.290539971280039,11.862147239220523,18.433754507161005,19.912366142447613,5.29053997127904,11.862147239219967,18.433754507160895,19.912366142447603,46.35496325948307,49.25975880517019,52.16455435085732,52.81813334863692
crypto_spot; MNT/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MNT/USD,60,0,1658,1658,,,,,,,,,,,,,,,,
crypto_spot; MNT/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MNT/USD,240,0,1478,1478,,,,,,,,,,,,,,,,
crypto_spot; MOG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MOG/USD,5,0,720,720,,,,,,,,,,,,,,,,
crypto_spot; MOG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MOG/USD,15,0,710,710,,,,,,,,,,,,,,,,
crypto_spot; MOG/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MOG/USD,60,0,665,665,,,,,,,,,,,,,,,,
crypto_spot; MOG/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MOG/USD,240,0,485,485,,,,,,,,,,,,,,,,
crypto_spot; MON/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MON/USD,5,509,3658,3149,-65.30945424313407,0.0,66.17315986029926,152.3741498791304,3.9525691699604515,30.06388575723218,90.76879707400252,233.0331918583504,-3.933932301575016,24.459845087647647,87.58224902195843,172.9250604351337,-7.40499712689413,19.920318725100692,93.8549691836683,325.65251897828057
crypto_spot; MON/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MON/USD,15,155,3648,3493,-162.19901204662057,-11.673151750973831,49.27728469847681,150.6771129524234,7.9300873147154505,42.901716068642905,173.48786088059853,313.7007439114899,0.0,44.86133768352385,97.92574304857378,245.01683782892715,9.330991142038503,70.23019898556359,214.3132384479968,446.8059688330817
crypto_spot; MON/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MON/USD,60,28,3603,3575,-318.6426179013831,-135.3767598978789,4.079302193960244,72.47185965172497,6.693239795918849,135.3767598978789,318.64261790138323,417.7722476026447,13.384321223709254,53.77499584556466,117.69616588682808,123.57908458864414,87.29566867530103,291.2426270749907,411.0635669016001,430.27191533504265
crypto_spot; MON/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MON/USD,240,0,3423,3423,,,,,,,,,,,,,,,,
crypto_spot; MOODENG/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MOODENG/USD,5,446,2692,2246,-61.7625621698098,6.6644551338490565,102.21890225017627,405.22435705048076,6.683766015624926,32.62997761542374,151.33489121594624,425.17547185066024,-4.5971366255281865,30.92901948404725,148.95688888799663,486.1287422635616,-6.448369166074386,22.980751219328077,102.30763689430489,369.5332638602284
crypto_spot; MOODENG/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MOODENG/USD,15,172,2682,2510,-218.33843505048665,18.72355667704051,533.0164533820832,796.3246236835658,17.55906148489983,115.2403821550818,555.3682534243916,796.3246236835658,24.306978737760115,101.88137739793102,645.8299578691273,900.3296481052585,-4.702568720471811,58.01574881974081,366.3771934104189,724.7786524828261
crypto_spot; MOODENG/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MOODENG/USD,60,87,2637,2550,-318.77454449708466,332.46414602346783,820.0020893183604,1093.7393210768594,110.10391402937981,380.0125971026658,820.0020893183604,1093.7393210768594,213.7548632664279,710.9634551495003,1042.5025653667271,1192.5901397126745,-7.810813256371675,144.31616341030184,623.9437995778814,705.0263094481808
crypto_spot; MOODENG/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MOODENG/USD,240,0,2457,2457,,,,,,,,,,,,,,,,
crypto_spot; MORPHO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MORPHO/USD,5,203,2603,2400,-70.01210100583609,-2.932969750776282,69.03288110635633,193.56043904578604,3.5478574342544538,28.460118925567322,98.27605349318348,193.56043904578604,-3.068035476433639,24.16059976080076,105.08518050900096,195.25110026054855,-9.404980484409629,21.52311795240336,90.67362673524039,150.0260664711678
crypto_spot; MORPHO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MORPHO/USD,15,13,2593,2580,-177.06503883075843,-54.764512595838475,263.95853218073256,325.9640860309313,14.202355660595467,137.2454123815281,263.95853218073256,325.9640860309313,4.5018336495399325,24.16059976080076,384.56174329356196,429.69031724175,-10.310465103116055,147.02958041986292,201.57582847876742,207.608670588017
crypto_spot; MORPHO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MORPHO/USD,60,0,2548,2548,,,,,,,,,,,,,,,,
crypto_spot; MORPHO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MORPHO/USD,240,0,2368,2368,,,,,,,,,,,,,,,,
crypto_spot; MOVR/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MOVR/USD,5,4,769,765,-53.22881453530914,0.5348889821332747,47.5218914380673,61.12197493862072,11.51357112090512,37.44775551173141,68.66095181409293,70.98598217317992,-4.059882341963305,37.44775551173141,79.72762291489822,86.32122641286723,-0.8768633345865862,7.461758487750658,99.91987538499794,132.70418505723228
crypto_spot; MOVR/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MOVR/USD,15,0,759,759,,,,,,,,,,,,,,,,
crypto_spot; MOVR/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MOVR/USD,60,0,714,714,,,,,,,,,,,,,,,,
crypto_spot; MOVR/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MOVR/USD,240,0,534,534,,,,,,,,,,,,,,,,
crypto_spot; MSOL/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MSOL/USD,5,0,4,4,,,,,,,,,,,,,,,,
crypto_spot; MSOL/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MSOL/USD,15,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MSOL/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MSOL/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MSOL/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MSOL/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MUBARAK/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MUBARAK/USD,5,53,898,845,-389.725529815768,53.571428571428385,399.8367987698911,1306.8384329480682,36.33222122588409,161.0017889087656,500.78920067018663,1776.047959989292,1.4129554229920327,212.28417775261744,2039.5915299683245,2432.5512104283043,-30.724184697187074,115.58538404176089,494.26649536943927,1251.8149789673398
crypto_spot; MUBARAK/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MUBARAK/USD,15,10,888,878,82.12593661841129,240.95740988840708,374.48769234628116,577.1135737039028,82.12593661841129,240.95740988840708,374.48769234628116,577.1135737039028,2010.5561447194382,2283.04594815562,2398.4938109321947,2529.2348559535544,-69.71371273047234,166.02641815640027,226.76705165966283,235.4039778932394
crypto_spot; MUBARAK/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MUBARAK/USD,60,0,843,843,,,,,,,,,,,,,,,,
crypto_spot; MUBARAK/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MUBARAK/USD,240,0,663,663,,,,,,,,,,,,,,,,
crypto_spot; MXNB/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MXNB/USD,5,0,6,6,,,,,,,,,,,,,,,,
crypto_spot; MXNB/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MXNB/USD,15,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MXNB/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MXNB/USD,60,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MXNB/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MXNB/USD,240,0,0,0,,,,,,,,,,,,,,,,
crypto_spot; MYX/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,MYX/USD,5,2,668,666,-253.52112676056203,-140.84507042253446,-28.169014084506887,-2.8169014084506916,28.169014084506895,140.84507042253446,253.52112676056203,278.87323943661823,-126.76056338028053,-70.42253521126696,-14.084507042253389,-1.4084507042253405,156.740442655936,212.2736418511062,267.80684104627636,280.3018108651897
crypto_spot; MYX/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,MYX/USD,15,0,658,658,,,,,,,,,,,,,,,,
crypto_spot; MYX/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,MYX/USD,60,0,613,613,,,,,,,,,,,,,,,,
crypto_spot; MYX/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,MYX/USD,240,0,433,433,,,,,,,,,,,,,,,,
crypto_spot; NANO/USD; contiguous 6 minute bars; origin close to future 5m; supplied window; overlapping origins; no fill claim,crypto_spot,NANO/USD,5,0,511,511,,,,,,,,,,,,,,,,
crypto_spot; NANO/USD; contiguous 16 minute bars; origin close to future 15m; supplied window; overlapping origins; no fill claim,crypto_spot,NANO/USD,15,0,501,501,,,,,,,,,,,,,,,,
crypto_spot; NANO/USD; contiguous 61 minute bars; origin close to future 60m; supplied window; overlapping origins; no fill claim,crypto_spot,NANO/USD,60,0,456,456,,,,,,,,,,,,,,,,
crypto_spot; NANO/USD; contiguous 241 minute bars; origin close to future 240m; supplied window; overlapping origins; no fill claim,crypto_spot,NANO/USD,240,0,276,276,,,,,,,,,,,,,,,,
